path,guid,existsNow,serializedOwnerCount,serializedOwners,exactTextReferrerCount,exactTextReferrers,deleteAuthorized
Assets/NTSD/Sprite/Character/yamato/yamato_3.bmp,e73f81ed4d42b72478eb136275f4daa2,True,0,,0,,False
Assets/NTSD/Sprite/Character/yamato/yamato_4.bmp,b7e15cacc02e6934f9f2a65fdc070a00,True,0,,0,,False
Assets/NTSD/Sprite/Character/yamato/yamato_f.bmp,077647d4ade45a94281adeb014e681b7,True,0,,0,,False
Assets/NTSD/Sprite/Character/yamato/yamato_s.bmp,9ca1fe79877b74b4e82dc7407d6bd35c,True,0,,0,,False
Assets/NTSD/Sprite/Character/Zuozhu/deidara_2.bmp,9740891dcb123d9418b7ee27584cd83b,True,0,,0,,False
Assets/NTSD/Sprite/Character/Zuozhu/sasuke_0.bmp,6d174fff55a50784d9bbf85531fb7d86,True,0,,1,Assets/NTSD/Scripts/Animation/Rendering/Editor/BattleSpriteGridSeparatorEditorTests.cs,False
Assets/NTSD/Sprite/Character/Zuozhu/sasuke_2.bmp,226e4974e764bb944bbad19b7edeb83e,True,0,,0,,False
Assets/NTSD/Sprite/Character/Zuozhu/sasuke_f.bmp,2641b5f10f375974dbb99353f9af97dd,True,0,,0,,False
Assets/NTSD/Sprite/Character/Zuozhu/sasuke_s.bmp,23525a76e826aad4081b91115e6107e0,True,0,,0,,False
Assets/NTSD/Sprite/Effect/4tk_arm.bmp,060ff274e00cd134c9333c9c44d67679,True,0,,0,,False
Assets/NTSD/Sprite/Effect/4tk_bal2.bmp,696fe70551ed9154496ab7e3d82b3f1c,True,0,,0,,False
Assets/NTSD/Sprite/Effect/4tk_bal3.bmp,dcc9e9ee9a376604782dfcca2e2801b7,True,0,,0,,False
Assets/NTSD/Sprite/Effect/4tk_ball.bmp,35d2b00776acc01419e4a6b95f769548,True,0,,0,,False
Assets/NTSD/Sprite/Effect/4tk_beam.bmp,796ccdf3d2cf2e145a022165e69ad170,True,0,,0,,False
Assets/NTSD/Sprite/Effect/4tk_beam2.bmp,518ba4a07f401d94e87936c4a87f1d15,True,0,,0,,False
Assets/NTSD/Sprite/Effect/4tk_ex.bmp,f2e557fdbf942014c8dd57f8418d72cc,True,0,,0,,False
Assets/NTSD/Sprite/Effect/4tk_ex2.bmp,06e432d5e45295348a896005368c362d,True,0,,0,,False
Assets/NTSD/Sprite/Effect/air_creature.bmp,70b44d477b1d8984fa2858dc8c59376b,True,0,,0,,False
Assets/NTSD/Sprite/Effect/amaterasu.bmp,00014d65fcb2f0649a0e4340106d2833,True,0,,0,,False
